Date,Open,High,Low,Close,Adj,Volume
8/9/2017,57.509998,57.889999,57.48,57.849998,56.855961,6972800
8/10/2017,57.540001,57.599998,56.68,56.709999,55.735558,14911900
8/11/2017,56.799999,57.290001,56.73,57.099998,56.118851,14968100
8/14/2017,57.619999,58.09,57.5,58.009998,57.013214,9758500
8/15/2017,58.130001,58.23,57.919998,58.099998,57.101669,7052600
8/16/2017,58.189999,58.48,58.080002,58.27,57.268749,9055900
8/17/2017,58.049999,58.139999,57.130001,57.130001,56.148338,12968900
8/18/2017,57.130001,57.470001,56.849998,57.07,56.089371,16696500
8/21/2017,57.110001,57.169998,56.669998,57.049999,56.06971,7978600
8/22/2017,57.349998,57.939999,57.310001,57.900002,56.905109,8461200
8/23/2017,57.580002,57.919998,57.560001,57.759998,56.767509,8923700
8/24/2017,57.900002,57.959999,57.419998,57.709999,56.718372,8093900
8/25/2017,57.900002,58.07,57.580002,57.700001,56.708542,8333100
8/28/2017,57.84,57.919998,57.650002,57.810001,56.816654,5993300
8/29/2017,57.34,58.139999,57.27,58.060001,57.062359,8689800
8/30/2017,58.119999,58.52,57.990002,58.48,57.475136,7654000
8/31/2017,58.619999,58.93,58.549999,58.830002,57.819126,9425800
9/1/2017,58.98,59.029999,58.709999,58.779999,57.769981,6013100
9/5/2017,58.610001,58.720001,57.869999,58.259998,57.258919,11901700
9/6/2017,58.439999,58.52,58.060001,58.310001,57.30806,9113700
9/7/2017,58.5,58.630001,58.290001,58.509998,57.50462,7693800
9/8/2017,58.419998,58.5,57.990002,58.029999,57.032871,6259200
9/11/2017,58.490002,58.91,58.490002,58.849998,57.838779,6994800
9/12/2017,59.02,59.099998,58.720001,58.990002,57.976379,7861700
9/13/2017,58.919998,58.93,58.68,58.91,57.897751,8128300
9/14/2017,58.689999,58.98,58.580002,58.709999,57.701187,7626700
9/15/2017,58.450001,58.790001,58.349998,58.740002,57.936928,13123800
9/18/2017,58.830002,59.009998,58.57,58.790001,57.986237,10412000
9/19/2017,58.880001,59.169998,58.73,59.049999,58.242683,5616100
9/20/2017,59.040001,59.060001,58.400002,58.810001,58.005966,8950800
9/21/2017,58.790001,58.790001,58.299999,58.490002,57.690342,8104600
9/22/2017,58.299999,58.599998,58.27,58.52,57.719929,4824800
9/25/2017,58.330002,58.330002,57.57,57.830002,57.039364,13573100
9/26/2017,58.139999,58.279999,57.860001,58.040001,57.24649,9053300
9/27/2017,58.299999,58.810001,58.209999,58.630001,57.828426,7635500
9/28/2017,58.48,58.73,58.360001,58.700001,57.897469,5589200
9/29/2017,58.799999,59.150002,58.73,59.099998,58.292,12428700
10/2/2017,59.25,59.380001,58.900002,59.189999,58.380764,7571900
10/3/2017,59.240002,59.360001,59.169998,59.330002,58.51886,6466000
10/4/2017,59.23,59.380001,59.029999,59.290001,58.479404,6649600
10/5/2017,59.470001,59.869999,59.439999,59.860001,59.041607,6422700
10/6/2017,59.66,59.98,59.639999,59.950001,59.130375,5926400
10/9/2017,60.040001,60.23,60,60.099998,59.278324,6949200
10/10/2017,60.290001,60.34,59.849998,60.16,59.337509,5472900
10/11/2017,60.080002,60.380001,60.080002,60.360001,59.534771,4980900
10/12/2017,60.220001,60.5,60.139999,60.209999,59.386826,6106400
10/13/2017,60.43,60.610001,60.43,60.5,59.672859,5950000
10/16/2017,60.650002,60.73,60.509998,60.720001,59.889854,8306400
10/17/2017,60.700001,60.720001,60.52,60.720001,59.889854,5131700
10/18/2017,60.900002,60.950001,60.68,60.869999,60.037796,6091300
10/19/2017,60.610001,60.759998,60.290001,60.689999,59.860256,6872600
10/20/2017,61.060001,61.169998,60.959999,61.099998,60.264652,7407400
10/23/2017,61.200001,61.25,60.740002,60.810001,59.978619,7054900
10/24/2017,60.93,61.080002,60.73,60.98,60.146294,8035800
10/25/2017,60.84,61.02,60.25,60.650002,59.820805,9225900
10/26/2017,61,61.16,60.860001,60.900002,60.06739,9436400
10/27/2017,61.880001,62.709999,61.880001,62.540001,61.684967,14539200
10/30/2017,61.880001,62.919998,61.880001,62.68,61.823051,8574700
10/31/2017,62.919998,63.080002,62.669998,62.950001,62.089359,10111300
11/1/2017,63.25,63.330002,62.630001,62.959999,62.09922,9550700
11/2/2017,62.959999,63.049999,62.509998,62.990002,62.128819,10224600
11/3/2017,63.32,63.549999,62.950001,63.490002,62.621983,7659700
11/6/2017,63.450001,63.650002,63.41,63.630001,62.760067,6000200
11/7/2017,63.700001,63.720001,63.400002,63.66,62.789658,5775600
11/8/2017,63.66,64.019997,63.490002,64.010002,63.134872,9100500
11/9/2017,63.52,63.610001,62.860001,63.5,62.631847,10245400
11/10/2017,63.419998,63.549999,63.27,63.5,62.631847,5983200
11/13/2017,63.259998,63.560001,63.25,63.48,62.612114,4300300
11/14/2017,63.290001,63.419998,63,63.349998,62.483891,7370800
11/15/2017,63.040001,63.130001,62.709999,62.880001,62.020321,8492500
11/16/2017,63.34,63.889999,63.34,63.759998,62.888287,7641100
11/17/2017,63.669998,63.720001,63.310001,63.349998,62.483891,8302100
11/20/2017,63.5,63.639999,63.41,63.59,62.720612,6579900
11/21/2017,63.84,64.300003,63.790001,64.260002,63.381458,8174000
11/22/2017,64.260002,64.279999,64.029999,64.139999,63.263092,12115800
11/24/2017,64.239998,64.529999,64.220001,64.5,63.618172,4339100
11/27/2017,64.389999,64.580002,64.279999,64.5,63.618172,6889100
11/28/2017,64.599998,64.769997,64.339996,64.709999,63.825302,11311600
11/29/2017,64.599998,64.610001,62.84,63.279999,62.414848,33640200
11/30/2017,63.560001,64.010002,63.330002,63.84,62.967194,21047500
12/1/2017,63.450001,63.830002,62.59,63.509998,62.641705,19211800
12/4/2017,63.91,63.939999,62.43,62.490002,61.635654,16805500
12/5/2017,62.380001,63.23,62.110001,62.509998,61.655376,13927100
12/6/2017,62.259998,63.049999,62.110001,62.91,62.049908,13262100
12/7/2017,63.18,63.419998,62.91,63.299999,62.434578,11685500
12/8/2017,63.720001,63.91,63.450001,63.599998,62.730473,10059000
12/11/2017,63.57,64.150002,63.529999,64.150002,63.272957,11421600
12/12/2017,64.110001,64.360001,63.869999,64.129997,63.253227,8397000
12/13/2017,64.349998,64.459999,64.07,64.150002,63.272957,10356100
12/14/2017,64.230003,64.43,64.040001,64.07,63.194046,10946000
12/15/2017,64.029999,64.650002,63.869999,64.559998,63.914772,21305200
12/18/2017,65.019997,65.199997,64.910004,65.129997,64.479073,10760800
12/19/2017,65,65.040001,64.57,64.730003,64.083076,11976800
12/20/2017,65.010002,65.010002,64.400002,64.709999,64.063278,8965200
12/21/2017,64.82,64.93,64.519997,64.580002,63.934578,15941900
12/22/2017,64.470001,64.599998,64.370003,64.540001,63.894974,5485500
12/26/2017,64.139999,64.18,63.880001,64.110001,63.469273,6219100
12/27/2017,64.120003,64.300003,64.07,64.18,63.53857,5346600
12/28/2017,64.370003,64.410004,64.18,64.290001,63.647472,9658000
12/29/2017,64.330002,64.349998,63.900002,63.950001,63.310867,6693200
1/2/2018,64.209999,64.739998,64.050003,64.739998,64.092972,13722800
1/3/2018,64.860001,65.32,64.790001,65.279999,64.627579,11331800
1/4/2018,65.540001,65.779999,65.389999,65.610001,64.954277,10746600
1/5/2018,65.949997,66.360001,65.82,66.300003,65.63739,9678000
1/8/2018,66.269997,66.669998,66.230003,66.550003,65.884888,6733900
1/9/2018,66.68,66.699997,66.269997,66.379997,65.716583,10606400
1/10/2018,66.019997,66.169998,65.830002,66.150002,65.488884,10407800
1/11/2018,66.300003,66.449997,66.139999,66.419998,65.75618,7887800
1/12/2018,66.339996,66.900002,66.25,66.809998,66.142288,8154300
1/16/2018,67.220001,67.459999,66.379997,66.550003,65.884888,18221800
1/17/2018,66.93,67.610001,66.709999,67.550003,66.874893,14552200
1/18/2018,67.550003,67.849998,67.489998,67.669998,66.99369,14922900
1/19/2018,67.800003,67.910004,67.449997,67.800003,67.122398,11947200
1/22/2018,67.75,68.470001,67.610001,68.459999,67.775795,9002100
1/23/2018,68.68,68.900002,68.540001,68.760002,68.0728,10230100
1/24/2018,68.940002,69.059998,68,68.230003,67.548096,18509500
1/25/2018,68.660004,68.720001,67.940002,68.110001,67.429298,12975900
1/26/2018,68.580002,69.190002,68.43,69.190002,68.498497,10048600
1/29/2018,68.989998,68.989998,68.470001,68.559998,67.874794,27589900
1/30/2018,68,68.339996,67.760002,67.940002,67.260994,14831200
1/31/2018,68.339996,68.559998,68,68.449997,67.765892,15067900
2/1/2018,68.199997,68.989998,68.190002,68.510002,67.825302,16325000
2/2/2018,67.739998,67.800003,66.470001,66.480003,65.81559,21964700
2/5/2018,65.769997,67.019997,63.669998,63.700001,63.06337,49279800
2/6/2018,62.84,65.639999,62.48,65.529999,64.875076,45134700
2/7/2018,65.370003,66.040001,64.690002,64.690002,64.043472,23712600
2/8/2018,64.870003,64.989998,61.990002,62.009998,61.390259,27814300
2/9/2018,63.009998,63.990002,60.970001,63.529999,62.895065,36350200
2/12/2018,64.209999,65.07,63.740002,64.669998,64.023666,17814800
2/13/2018,64.300003,64.989998,64.110001,64.830002,64.182076,9542000
2/14/2018,64.470001,66.129997,64.43,66.019997,65.360176,16058800
2/15/2018,66.650002,67.279999,65.870003,67.279999,66.60759,12152500
2/16/2018,67.080002,67.900002,67.010002,67.18,66.508583,10167100
2/20/2018,66.839996,67.769997,66.769997,67.239998,66.567986,16917600
2/21/2018,67.5,68.07,66.800003,66.809998,66.142288,14551200
2/22/2018,67.040001,67.5,66.699997,66.889999,66.221481,10979400
2/23/2018,67.440002,68.290001,67.279999,68.290001,67.607491,10386200
2/26/2018,68.580002,69.360001,68.580002,69.360001,68.666794,10797200
2/27/2018,69.389999,69.709999,68.660004,68.660004,67.973801,12790600
2/28/2018,69.050003,69.339996,68.160004,68.169998,67.488693,15232000
3/1/2018,68.330002,68.589996,66.529999,67.040001,66.369987,21486800
3/2/2018,66.279999,67.82,66.099998,67.68,67.003593,19196100
3/5/2018,67.360001,68.599998,67.209999,68.370003,67.686691,10888900
3/6/2018,68.760002,68.849998,68.220001,68.519997,67.83519,10151900
3/7/2018,68.010002,68.970001,68.010002,68.900002,68.211395,11109800
3/8/2018,69.110001,69.260002,68.769997,69.199997,68.508392,7624000
3/9/2018,69.690002,70.510002,69.599998,70.510002,69.805313,12342500
3/12/2018,70.720001,71.010002,70.529999,70.730003,70.023117,13506200
3/13/2018,71.089996,71.339996,69.68,69.919998,69.221199,13809400
3/14/2018,70.269997,70.330002,69.510002,69.860001,69.161812,13881400
3/15/2018,69.879997,70.309998,69.559998,69.900002,69.201408,11501400
3/16/2018,69.800003,70.050003,69.519997,69.610001,69.129906,12202300
3/19/2018,68.959999,69.07,67.669998,68.230003,67.759422,19868400
3/20/2018,68.059998,68.459999,67.82,68.199997,67.729622,9382800
3/21/2018,68.050003,68.690002,67.610001,67.790001,67.322456,10933500
3/22/2018,66.970001,67.360001,65.989998,66.040001,65.584526,21195100
3/23/2018,66,66.169998,64.25,64.279999,63.836658,20950800
3/26/2018,65.589996,66.809998,64.68,66.720001,66.259834,25125800
3/27/2018,67.129997,67.169998,64.080002,64.580002,64.134598,29748600
3/28/2018,64.43,65.209999,63.77,64.150002,63.707561,26811000
3/29/2018,64.610001,66.07,64.160004,65.419998,64.968796,17684100
4/2/2018,65.160004,65.449997,63.150002,63.860001,63.419563,26017100
4/3/2018,64.339996,64.639999,63.41,64.489998,64.045212,18050700
4/4/2018,63.310001,65.57,63.169998,65.389999,64.939011,18149200
4/5/2018,65.989998,66.089996,65.220001,65.660004,65.207146,16369100
4/6/2018,64.980003,65.580002,63.77,64.050003,63.608253,20238900
4/9/2018,64.519997,65.809998,64.470001,64.550003,64.104805,10929700
4/10/2018,65.57,66.410004,65.209999,66.139999,65.68383,15648900
4/11/2018,65.730003,66.339996,65.639999,65.75,65.296524,8657800
4/12/2018,66.160004,66.830002,66.07,66.540001,66.081078,10628000
4/13/2018,67,67.029999,66,66.32,65.862595,11210800
4/16/2018,66.779999,67.080002,66.389999,66.830002,66.36908,9738700
4/17/2018,67.419998,68.290001,67.300003,68.07,67.600525,15222800
4/18/2018,68,68.150002,67.480003,67.889999,67.421761,9882200
4/19/2018,67.459999,67.529999,66.900002,67.139999,66.676933,12905800
4/20/2018,66.940002,66.989998,65.93,66.209999,65.753357,16238500
4/23/2018,66.459999,66.650002,65.660004,65.970001,65.515015,18960300
4/24/2018,66.349998,66.459999,64.349998,64.82,64.37294,17423800
4/25/2018,64.919998,65.050003,64,64.830002,64.382874,15290800
4/26/2018,65.639999,66.269997,65.370003,66.010002,65.554733,16543400
4/27/2018,66.669998,66.720001,65.540001,65.889999,65.435562,13156500
4/30/2018,66.059998,66.470001,65.379997,65.459999,65.00853,8686100
5/1/2018,65.370003,66.32,65.209999,66.279999,65.822868,9273900
5/2/2018,66.699997,66.949997,66.089996,66.209999,65.753357,13293700
5/3/2018,65.910004,66.610001,65.330002,66.360001,65.902313,15545400
5/4/2018,66.110001,67.739998,66.029999,67.620003,67.153625,10841300
5/7/2018,67.940002,68.410004,67.830002,68.089996,67.620384,13457400
5/8/2018,67.980003,68.300003,67.669998,68.239998,67.769356,15147400
5/9/2018,68.410004,69.080002,68.190002,69.080002,68.603561,14413300
5/10/2018,69.400002,70.029999,69.330002,69.980003,69.49736,11566300
5/11/2018,69.910004,70.150002,69.650002,69.879997,69.398041,8760600
5/14/2018,70.110001,70.419998,69.800003,69.870003,69.388107,10130900
5/15/2018,69.379997,69.440002,68.849998,69.209999,68.732658,14262600
5/16/2018,69.32,69.68,69.160004,69.519997,69.04052,6680500
5/17/2018,69.269997,69.739998,68.879997,69.160004,68.683006,10800100
5/18/2018,68.93,69.239998,68.809998,68.870003,68.395004,7882900
5/21/2018,69.5,69.809998,69.120003,69.470001,68.990875,11289200
5/22/2018,69.809998,69.910004,69.220001,69.370003,68.891563,7391000
5/23/2018,68.800003,69.879997,68.790001,69.879997,69.398041,14545000
5/24/2018,69.860001,69.940002,69.099998,69.800003,69.318596,11165000
5/25/2018,69.849998,70,69.580002,69.75,69.268936,9391400
5/29/2018,69.400002,69.760002,68.910004,69.370003,68.891563,29211600
5/30/2018,69.720001,69.970001,69.519997,69.879997,69.398041,9965200
5/31/2018,69.879997,70.360001,69.739998,69.900002,69.417908,15284000
6/1/2018,70.370003,71.099998,70.25,71.089996,70.599693,12691100
6/4/2018,71.269997,71.730003,71.199997,71.660004,71.165764,9724700
6/5/2018,71.839996,72.040001,71.639999,71.910004,71.414047,17274800
6/6/2018,72.029999,72.379997,71.660004,72.379997,71.880791,17689500
6/7/2018,72.339996,72.339996,71.279999,71.800003,71.304802,19523600
6/8/2018,71.260002,71.809998,71.110001,71.68,71.185623,9904800
6/11/2018,71.720001,71.989998,71.559998,71.760002,71.265076,7323500
6/12/2018,71.889999,72.169998,71.769997,72.110001,71.612656,7813400
6/13/2018,72.110001,72.43,71.709999,71.739998,71.245209,14639000
6/14/2018,72.019997,72.43,71.910004,72.25,71.751694,11327400
6/15/2018,71.739998,71.830002,71.290001,71.720001,71.477623,16820600
6/18/2018,71.220001,71.849998,71,71.800003,71.557358,8290200
6/19/2018,70.919998,71.459999,70.519997,71.43,71.188606,12956700
6/20/2018,71.599998,71.919998,71.5,71.580002,71.338097,11465600
6/21/2018,71.860001,71.900002,70.860001,71.029999,70.789955,14817100
6/22/2018,71.209999,71.230003,70.510002,70.800003,70.560738,15692900
6/25/2018,70.230003,70.300003,68.720001,69.330002,69.095703,18027700
6/26/2018,69.550003,70.07,69.379997,69.610001,69.374756,13859500
6/27/2018,69.830002,70.150002,68.639999,68.660004,68.427971,22054600
6/28/2018,68.57,69.730003,68.57,69.5,69.265129,17799000
6/29/2018,69.769997,70.07,69.43,69.470001,69.235229,10009600
7/2/2018,68.870003,70.110001,68.769997,70.089996,69.853127,12545600
7/3/2018,70.300003,70.349998,69.209999,69.260002,69.02594,6361400
7/5/2018,69.690002,70.279999,69.489998,70.239998,70.002625,13660000
7/6/2018,70.279999,71.169998,70.110001,71.059998,70.819855,12801900
7/9/2018,71.440002,71.620003,71.07,71.599998,71.358032,8727600
7/10/2018,71.610001,71.970001,71.610001,71.769997,71.527451,11493100
7/11/2018,71.260002,71.769997,71.150002,71.489998,71.248398,12974900
7/12/2018,71.800003,72.660004,71.720001,72.620003,72.374588,11853300
7/13/2018,72.629997,72.720001,72.300003,72.540001,72.294853,9258400
7/16/2018,72.559998,72.709999,72.230003,72.370003,72.125427,6666000
7/17/2018,71.849998,73.029999,71.809998,72.910004,72.663605,7451600
7/18/2018,72.889999,72.900002,72.529999,72.790001,72.544006,7082000
7/19/2018,72.610001,72.889999,72.400002,72.529999,72.284889,7455000
7/20/2018,72.809998,72.949997,72.459999,72.550003,72.304825,7219800
7/23/2018,72.400002,72.959999,72.110001,72.919998,72.673569,12575500
7/24/2018,73.650002,73.940002,73.019997,73.32,73.07222,10778600
7/25/2018,73.339996,74.239998,73.230003,74.239998,73.989105,15233100
7/26/2018,72.970001,73.339996,72.839996,73.099998,72.852959,12547200
7/27/2018,73.190002,73.239998,71.400002,71.849998,71.607185,31775100
7/30/2018,71.809998,71.919998,70.32,70.730003,70.490974,17847700
7/31/2018,70.949997,71.379997,70.529999,70.919998,70.680328,14977000
8/1/2018,71.43,71.790001,71.169998,71.559998,71.318161,14661400
8/2/2018,70.900002,72.550003,70.900002,72.459999,72.215126,13104900
8/3/2018,72.480003,72.720001,72.150002,72.720001,72.474243,7245700
8/6/2018,72.690002,73.150002,72.519997,73.110001,72.86293,7500200
8/7/2018,73.370003,73.650002,73.260002,73.389999,73.141983,10272700
8/8/2018,73.349998,73.730003,73.160004,73.589996,73.341301,7098600
8/9/2018,73.660004,73.900002,73.559998,73.620003,73.371208,11723100
8/10/2018,73.07,73.379997,72.82,73.029999,72.783195,11569200
8/13/2018,73.139999,73.699997,72.910004,72.93,72.683533,12064400
8/14/2018,73.18,73.470001,72.769997,73.379997,73.132011,9179500
8/15/2018,72.919998,73.190002,72.150002,72.720001,72.474243,17792200
8/16/2018,73.279999,73.480003,72.879997,73.040001,72.793167,9104400
8/17/2018,72.82,73.349998,72.580002,73.150002,72.902794,9024100
8/20/2018,73.32,73.339996,72.75,73.040001,72.793167,10619800
8/21/2018,73.239998,73.620003,73.07,73.160004,72.912766,8002300
8/22/2018,72.940002,73.489998,72.830002,73.379997,73.132011,6371200
8/23/2018,73.25,73.940002,73.25,73.540001,73.291473,9367500
8/24/2018,73.739998,74.300003,73.730003,74.279999,74.028969,6557600
8/27/2018,74.68,75,74.480003,74.959999,74.706673,8207500
8/28/2018,75.110001,75.260002,74.879997,75.089996,74.836235,7385200
8/29/2018,75.18,75.82,75.169998,75.769997,75.513931,11182300
8/30/2018,75.559998,76.029999,75.309998,75.540001,75.284714,10520300
8/31/2018,75.470001,75.800003,75.339996,75.599998,75.344513,10268900
9/4/2018,75.25,75.419998,74.800003,75.309998,75.055489,11073800
9/5/2018,75.209999,75.269997,73.989998,74.370003,74.118675,16426600
9/6/2018,74.260002,74.419998,73.25,73.830002,73.580498,13978800
9/7/2018,73.349998,74.169998,73.269997,73.580002,73.331345,14231000
9/10/2018,73.849998,73.949997,73.410004,73.809998,73.560562,16654500
9/11/2018,73.599998,74.599998,73.419998,74.440002,74.188438,13594900
9/12/2018,74.279999,74.290001,73.529999,74.129997,73.879478,16268200
9/13/2018,74.589996,75.190002,74.57,75,74.746544,12727400
9/14/2018,75.07,75.269997,74.599998,74.940002,74.686745,9439200
9/17/2018,74.830002,74.959999,73.919998,74,73.749916,14792100
9/18/2018,73.910004,74.830002,73.910004,74.470001,74.21833,9651000
9/19/2018,74.459999,74.709999,73.860001,74.279999,74.028969,10435300
9/20/2018,74.720001,75.239998,74.489998,75.160004,74.906006,13700900
9/21/2018,75.190002,75.309998,74.580002,74.610001,74.610001,23020500
9/24/2018,74.25,74.989998,73.959999,74.980003,74.980003,17256800
9/25/2018,74.889999,75.040001,74.580002,74.889999,74.889999,10550500
9/26/2018,74.970001,75.300003,74.480003,74.610001,74.610001,13320600
9/27/2018,74.879997,75.260002,74.879997,75.050003,75.050003,14233200
9/28/2018,74.839996,75.400002,74.800003,75.330002,75.330002,11710600
10/1/2018,75.809998,76,75.459999,75.690002,75.690002,10334100
10/2/2018,75.599998,76.129997,75.360001,75.699997,75.699997,14007000
10/3/2018,75.959999,76.269997,75.790001,75.93,75.93,13292400
10/4/2018,75.559998,75.620003,74.07,74.559998,74.559998,23292400
10/5/2018,74.529999,74.760002,72.900002,73.620003,73.620003,22288500
10/8/2018,73.269997,73.5,71.959999,72.790001,72.790001,19973000
10/9/2018,72.760002,73.480003,72.610001,73.050003,73.050003,15138900
10/10/2018,72.610001,72.620003,69.459999,69.510002,69.510002,44143000
10/11/2018,69.309998,70.489998,68.07,68.629997,68.629997,68269500
10/12/2018,70.57,71.059998,69.449997,70.830002,70.830002,35909400
10/15/2018,70.57,70.629997,69.629997,69.669998,69.669998,19152500
10/16/2018,70.550003,72,70.379997,71.769997,71.769997,20999300
10/17/2018,71.860001,71.910004,70.800003,71.440002,71.440002,24164900
10/18/2018,71.120003,71.169998,69.620003,70.040001,70.040001,22960300
10/19/2018,70.449997,71.209999,69.75,70.010002,70.010002,22141700
10/22/2018,70.339996,71.050003,69.919998,70.589996,70.589996,15981000
10/23/2018,69.120003,70.690002,68.419998,70.32,70.32,24066100
10/24/2018,70.139999,70.309998,67.089996,67.169998,67.169998,34165400
10/25/2018,68.129997,69.839996,68.019997,69.480003,69.480003,23377200
10/26/2018,67.75,69.330002,67.110001,68.089996,68.089996,42743600
10/29/2018,69.029999,69.519997,65.589996,66.940002,66.940002,34055300
10/30/2018,66.879997,67.93,66.309998,67.690002,67.690002,30560800
10/31/2018,68.699997,69.849998,68.669998,69.300003,69.300003,21144100
11/1/2018,69.400002,70.160004,68.809998,70.110001,70.110001,15553100
11/2/2018,69.57,69.980003,68.160004,68.739998,68.739998,20213100
11/5/2018,68.699997,68.809998,67.68,68.669998,68.669998,14208200
11/6/2018,68.610001,69.43,68.550003,69.099998,69.099998,9133800
11/7/2018,69.900002,71.129997,69.809998,71.129997,71.129997,16314800
11/8/2018,70.860001,71.160004,70.620003,71.07,71.07,10409700
11/9/2018,70.459999,70.519997,69.25,69.839996,69.839996,12941800
11/12/2018,69.199997,69.32,67.300003,67.379997,67.379997,16431100
11/13/2018,67.540001,68.620003,67.260002,67.459999,67.459999,15703500
11/14/2018,68.209999,68.349998,66.309998,66.650002,66.650002,19496700
11/15/2018,66.760002,68.480003,66.370003,68.32,68.32,26301100
11/16/2018,67.519997,68.620003,67.379997,68.209999,68.209999,17972900
11/19/2018,67.889999,67.959999,65.43,65.610001,65.610001,19198600
11/20/2018,63.779999,65.07,63.380001,64.199997,64.199997,28064800
11/21/2018,65.07,65.330002,64.400002,64.669998,64.669998,16503300
11/23/2018,63.98,64.790001,63.950001,64.080002,64.080002,5338100
11/26/2018,64.919998,65.529999,64.580002,65.529999,65.529999,12534600
