24080946,23875969,20839026,29997151,20387799,13290506,19715151,21765928,17525625,18993435,17230182,22213426,24114136,18658679,21233828,16611415,19491473,15702996,21478299,20056762,17645186,14059073,31700525,16150055,18539511,23696811,62967718,25077991,19882840,20054904,34752194,24808663,36450971,24779495,20789399,27179143,25511708,26389917,25641344,24378040,20195166,17749575,18387130,19313887,22857008,28023749,25180041,25054532,16022025,28319816,19840625,20978454,24708451,28765384,69591534,42498791,21133346,43218858,25745112,19135767,49086453,34988007,44407654,41670437,33303941,23668776,20928276,24619160,17998974,15503508,19171149,20007992,15456829,15040753,14886942,15846459,15681508,15371838,22822288,18040035,15339788,38524492,22402428,19871142,16130005,19081573,14931806,41785181,41113090,33117313,31700212,31170945,53563311,32089217,23026190,21353955,26488334,19067053,15965276,22788084,26365708,20075829,19855567,14489038,21878965,22245818,10836719,18581087,22754949,39218827,31501852,34435932,29590303,24643773,25058135,22664519,21125135,28668040,17564564,21471157,19170370,34383591,26627525,24618201,21311744,19003673,14360375,31282141,19779604,15306468,24266578,24227259,26990671,21122459,22128669,18956520,20182119,22090897,16588548,21430236,27078289,31695292,27832785,26535048,24194820,30423105,46297181,38235469,35846499,44475777,43052033,29203538,34910527,78012624,67973427,63393539,46085905,49380292,61664947,53026876,29086681,36604524,48717922,38050547,31351012,34563684,29438301,32106759,35312021,37004123,31601814,47187113,36290606,26295814,22430245,28982825,22146117,29769685,30921963,30300395,28265615,21661608,32120151,31152445,18383417,34334035,39977259,38172776,34262199,38185206,37744356,34139098,36285573,28129819,32096076,25155765,32652957,26544793,27501873,20937303,21620556,21306931,20576066,23049026,18896997,32300585,61304477,32759109,32727222,26585388,26019959,34184694,38126404,40605239,61406436,32635760,53810986,40506052,25446795,21914169,26471857,22433849,18099824,22179566,17975844,16160960,16687562,17341212,13357076,16893045,17922991,16504745,21044824,16938232,23640988,22352681,24559027,20254245,18712635,18649886,24998718,17317305,16059652,19739174,19892802,52390239,16390182,30039853,18674798,20126411,20776094,28663261,23267458,23624452,16573017,19358347,16423994,13381346,15760551,16769019,17907456,14360262,17498262,16828883,11813232,13652852,14266224,13287442,18298043,18277615,14312648,17247319,15953794,17916900,22630823,19344166,30080273,63575577,60681043,31175418,24240886,24242184,20210755,22065347,21777938,25185789,17690702,27169255,25500831,33259902,27205275,24380703,17376251,17752891,16630770,19281054,21635475,25935365,46433684,39408717,25117378,31485040,32587734,35258640,37537267,33957587,47431885,38286719,28988986,35432549,29894043,25956521,25271666,73259301,24916404,21405946,22221150,27670539,20283011,20337708,22834420,26584086,29939909,32150691,26873323,24445363,39549680,48917393,35821927,27683051,27489786,21497163,29852352,29503891,26957041,36594283,38034780,26375888,44958588,44024677,34775960,35014746,41033526,83625327,61676470,30048917,31134745,23127406,30005738,47942264,41619831,56898526,42488647,34825988,38426340,63019678,28553210,21874030,41845190
2562192,2170243,1674506,2596669,2189639,1152545,1293147,1815042,1704003,1260941,1247914,1983957,1667203,1660747,1861803,1548821,2236782,1599182,1601050,1668222,1566535,1571698,1972405,1044106,1493715,3398145,1218812,3125580,1266976,922349,1065370,1170238,1715139,1086377,1346468,1097331,1874727,1489175,1200755,1243853,928664,1192273,1078022,1236430,946953,1092186,1107916,1809444,1452148,2042396,1500910,1997486,2096499,1598829,1586776,2848147,3164611,3495287,2335500,2252130,1835973,1843628,1806999,2101196,2841700,3697334,4064051,3203600,2613384,2463702,2121071,1487782,1129509,994934,1651555,2160381,2532741,1595089,1423424,1330039,1407184,1197767,1310097,1461671,1154874,2261975,1918079,2306692,2091022,2131612,1993675,1465414,1120363,1401476,1121523,1154282,1270027,895656,1354898,1641597,1724738,1914565,2450299,1435359,1652748,1131992,565936,1292067,1808136,1927111,2513724,1757572,1994179,1360714,1274975,1374692,1589014,1822712,2233853,1476264,1541158,2608614,1996681,1910723,3062607,4353773,1661949,1489097,1479652,942223,1328125,2663307,1990694,1611496,1524950,2489494,2982766,1546459,1676380,1973792,2592942,2012459,1514229,1976326,1578165,1558786,1870671,1258079,1804564,1210182,1590951,1568792,1533104,1942837,3229875,3748333,2788462,2457993,3536058,2167345,1897573,2249194,1741451,1960829,1324452,1583860,1437339,1521070,1719172,1678556,1822368,2798364,2740286,1772645,1970244,2665540,2493434,2764542,2060184,2616594,1930948,1795576,3081113,1807156,2179324,3311851,7878332,3809278,3996751,3068123,2875610,3492404,2679272,2237304,2093866,1919580,1853818,1405787,2197404,1644138,1812406,1489172,1948642,2208753,1829793,1405945,1943953,1356689,1885746,1809288,1541463,1159378,1283436,1143470,1354594,1659530,1446295,1985701,1662996,1425312,1206428,1146195,1200400,1708714,1649986,1450560,1284959,1421774,1661399,1593607,1832061,1278459,1702076,1490367,2454643,1727874,1423132,1663208,1622938,1640837,1645384,1894344,2513086,2262748,1826800,7195040,1524365,2343258,1671403,1691331,3492404,2926003,2124422,3107018,5693422,3176196,2157848,1839721,2321539,1783988,1487837,1893625,1249526,1611897,1333571,1322299,1860165,2046270,1950766,1077898,1632540,2398882,1981217,2140333,2635773,2510002,2489567,1984867,1690586,1416943,1094894,1204809,1080975,1594807,1315255,1363471,1393281,1479642,1835291,2557901,1071936,1220516,1114695,1256167,1699099,1246331,1609776,1217632,1277467,2471885,1542947,1629211,1726883,1435226,1661957,1866375,1707376,1401633,2097280,1667475,1961865,1470544,1649203,4056714,1994153,1688610,2505054,2996017,2211171,2263569,1695809,1541556,1657031,1455173,1493524,1868409,2574887,4197053,2987505,1848075,2215386,2538155,2090242,2351427,1902335,2097710,2400541,1943293,2387896,1808928,2088994,2220987,1644689,1916608,1634354,1306694,1928346,1252531,1829986,2185677,1397011,2722889,2412565,3102883,2016335,2052753,2262949,902931,1995397
2369063,3974412,2651177,3514363,2104224,1309823,2459967,2639989,2701001,2086101,2644368,2550016,1610871,2071701,1372337,1502961,2634628,1645093,2889353,1710929,1650267,2093172,2505631,1624129,2079221,1650718,2130269,2107076,2029242,1960427,1679092,1923442,2214620,1762648,2127764,1587374,2028908,1976547,1733565,1389158,1693564,1422740,1237564,995289,1735152,2618897,6599020,4967833,2533542,2656386,2626830,3465651,2436866,3372721,2548353,1679254,2155251,2648763,3196825,1610100,2112337,1963246,1992875,1795882,1154669,1405652,1457421,1599345,1447846,2061681,2334860,2303125,1016648,1476797,1242097,1342847,2106159,2168779,1953652,1166633,1043867,1299026,1614473,1965635,2473469,1965061,1197671,1572444,1223723,1339372,2325730,1397516,1328365,1461749,1304163,1312230,3065260,2422138,1994734,2139243,2099164,1809108,2068784,6228390,5765000,3895676,1543002,2743915,3661307,5863610,3158827,3364577,3582337,2194163,2732296,3366987,3228858,2204896,2215378,1844425,2219781,3313039,2311815,1940353,1981254,1783115,1540233,1359468,1695639,1855528,2230784,2225357,1867404,1821610,1712163,1625869,2626325,2300575,1735479,2963997,3101559,3392339,4941839,2491569,4091469,3113056,6028387,3447793,4534067,2697397,3582915,2422668,2183269,2756888,3620120,5037174,4371166,5095013,5334999,3085456,2569408,2604118,2088587,2469187,3811385,2509949,2242158,2033393,2610205,2970782,4053006,4032305,2217148,2909386,1911710,2306684,1960707,2478737,2467552,2935521,1492503,1145036,3455115,2664482,1674150,1484637,2453580,2213126,3391196,4269509,2504907,2462619,3119867,2585646,1946318,1720530,2199230,2009152,2119188,1699378,2567109,1517114,1945099,1749845,1821474,3277682,4322825,2459643,2940989,2469855,1742349,2590239,3405058,1986200,1510015,2073875,2357394,1820868,1444933,1870551,1862710,1297986,2016543,1998910,1291780,2968154,2977199,1460959,1212755,2830730,1763315,1249343,3199590,3064497,4844333,2231797,2543485,1692927,2025698,3483441,2176802,1137933,1527459,1641961,1744149,2725273,1379033,1502942,1358272,1612048,3337807,4503728,2168393,4204940,2264529,2884474,2003819,851785,1915088,1504291,1577868,2173733,1436297,2067029,1068328,1357148,1595669,1522800,1271447,1316727,1350854,2517653,2474670,2329791,2016058,2311801,2023115,1637375,1637224,1001758,1267891,945468,1229607,1365693,2708889,1785658,1542472,1977365,1678675,2747044,1874664,3784446,7401151,2515979,2373632,2556558,3391112,1964005,1679102,1596187,3990416,2605215,2727910,5282643,3056890,2930794,5592762,3412117,2585697,1928857,2249132,1776979,3256328,3819071,2498451,5883176,3659262,1830175,1537100,1663972,1697355,2839280,3820937,5709474,2806160,3699791,8339834,4704899,3394383,3015987,3239169,3408807,4582483,2432736,1949213,4522372,7374780,3999565,4376414,4944249,4440033,3256914,3539482,3568923,2040032,1609617,2053313,2351985,2882674,3223661,2731243,2234011,3097973,3009782,6532417,6050608,3369117,1101387,2125143
271199,189537,406527,277590,390462,119668,314726,222662,149766,233315,131008,193651,184268,132543,233767,560005,1313714,897646,442714,421715,361309,315233,375357,293391,413032,248870,354026,204909,318260,299983,261556,286350,270505,342139,253271,197527,232277,329788,880775,194844,217176,214921,300369,154198,178485,173495,170469,203293,213159,278411,193523,185761,207632,214322,353506,203851,211598,557956,203222,547066,205606,186352,143566,275445,337717,733038,603068,271069,326235,196978,192780,170576,219858,197339,192188,223630,269480,141429,209556,275423,1246646,686206,631330,365014,453391,406859,433035,551540,334177,337954,242475,308197,394866,537873,310109,222931,218552,134623,134735,209618,371221,471261,249049,331492,255906,400217,117478,235606,360958,239898,213413,258905,240032,184583,171126,138219,162645,293933,307555,528330,546516,607069,254526,231124,357263,238559,182469,101113,160919,138186,1851960,818290,531414,393335,497401,538518,296993,221686,371685,339614,743951,1063620,1996912,1032941,848179,828583,591842,695246,364109,370716,502669,536966,339067,664137,823443,777393,672651,871788,672888,384036,341855,433017,245742,449647,539858,522323,1117565,536901,783966,729899,633937,512562,470899,435552,501271,459970,310578,450115,429728,651729,538355,315633,750500,514153,264201,353762,591457,579180,399896,270101,593653,402794,367707,347023,339151,275248,490896,260231,518265,337125,350571,188197,339644,573762,1481534,474627,732436,423532,424777,319371,336741,284632,443135,459189,388510,384919,349346,522910,295246,305034,323622,195883,366682,249094,268038,309667,195696,578297,425550,298111,243537,279255,257464,468108,406256,668862,852841,380725,266466,249990,175412,350794,128357,194229,312064,509387,189178,186351,248355,735256,692946,182940,202293,228767,220523,179571,222304,204436,219467,179156,195833,162200,220082,225151,171107,906378,1133868,1444471,578796,380214,528294,453465,292889,255430,221497,202327,318365,270852,127808,123586,95893,197390,239051,207490,215446,310770,146508,326783,190216,245303,364219,217710,185716,114703,191526,136113,127524,107319,274204,138172,164392,138482,100163,167601,113389,147811,733065,448619,217527,192910,274691,289924,174487,885472,148600,218193,153439,261009,226298,327554,357679,232299,178259,189662,168757,219294,194223,227407,186637,229750,737513,2462533,1247109,601567,461073,386856,298846,260954,245319,254533,204501,293978,304165,253859,423244,281792,170372,158091,254944,362086,157607,374218,182768,238293,312923,169370,160056,56747,154205
9763720,12541447,13879801,11941392,8874263,6242185,10495045,11741194,10235686,10197822,13224003,9849529,8613565,7555156,7431015,5472170,8019587,7426322,7250797,7747390,7001566,8517841,16211168,9156693,10437551,9063251,15035910,11132365,6272984,7220131,8869656,5422030,10717264,8532123,9174395,5989750,8044392,12189349,19712377,12092199,8271098,7903351,8596467,5499261,5369914,6403025,8449890,7450113,5086848,8478516,9460849,7737890,7318614,8135403,6867505,7206855,11719942,12665367,10393518,8714538,10276021,7255929,5614950,10823176,9761815,19698190,20479432,19910484,14940090,10479152,7854780,9061373,8351503,8107014,7937169,7099504,12387528,9442398,9362203,9933684,9024678,6929478,9222348,10044633,6859117,11895318,7498842,10218714,7062538,7097320,9797713,6330831,5281577,7009938,7380400,6852686,9768290,7225558,8120486,8070579,9054253,13571988,26440216,13367173,9544339,8056696,3582216,7295636,7223179,24389933,13925247,15022762,18937641,19449726,17201879,14043347,14696539,9093597,9268629,12839336,8583927,12927487,12510806,9905826,9692587,9246424,6951289,7159250,5732497,5270029,6638376,9479266,10471079,9184766,10278212,11774938,13262051,13791028,9975274,8692419,13211460,16897825,14004196,10215112,9890841,8238810,11174972,14102486,10470666,11525530,13775638,12174776,8970450,16230582,17005485,20119033,14255651,18566625,21471883,15522337,12464360,19090555,25690924,26330846,20749657,15592528,14332988,12582275,13707775,12554691,11928099,16096998,14186958,12742272,20836253,16423465,10513198,16462346,15243247,14609999,11529607,11458866,13267566,13042816,7815867,15993062,14142963,18305921,13855567,16159611,15802356,11931223,19370516,10282997,11638595,11769620,13820100,10779291,10115570,9026577,8480862,6560614,7546883,9380770,17025208,22842494,15042131,11010342,15803958,12598055,11423367,10800307,11232764,11046236,9742510,11181912,11744134,9763076,11530339,9087556,9517246,10444975,11957614,12305828,9489511,16684446,48408413,20368507,14229423,14004650,9801811,10919995,15288148,12513662,15157934,10983250,8951266,12002489,9032357,16143212,9540907,18331216,15391315,15456140,15391416,20910195,12794910,12334766,8807804,12023427,11476172,13853750,12271952,14418773,13019891,13144295,9766413,7157097,8396661,9917006,9165710,8521795,12869714,8758116,5939601,6969049,8688088,14644488,10939010,7247042,6921571,7652570,8750364,10573338,16659764,9048310,9781259,7917194,9049827,6818143,8332966,6744966,8290450,9153982,7794307,6174686,6088587,9566827,11658471,51589857,14664652,14580838,10801132,9157211,8034962,11269328,12573422,13641138,9401113,7940587,13494189,11727908,21143623,11315686,13095888,13821315,15285734,11301360,10015622,10093551,9562292,7988851,11636999,16410727,10397889,8704464,10371789,6954784,11287331,9285104,8657043,6633199,11326369,9485494,9357299,12560710,23310569,31119726,15143767,9704583,10916886,14244058,10774576,12990900,11877147,15401050,13754892,11938863,12218138,13604506,14417932,11440109,13619522,11114443,7396151,6420655,8090167,8850401,8487341,9977079,10747545,9226441,13102200,26732125,14392154,21633826,11310194,5063961,10791907
18563,17905,14059,14330,29281,7294,17120,47562,15070,13547,9206,15082,20841,16431,20418,15634,10093,11718,13553,21144,25300,19132,19942,17609,16344,19951,35825,49555,27737,21867,30554,38145,15455,18295,25902,10991,14083,28489,20722,26929,16915,8693,10363,13793,10259,7537,5365,10690,17114,15824,16566,43509,58000,9693,19607,8911,15256,35698,14308,36335,37767,8259,28022,15268,12523,23112,32303,16814,21592,15016,19459,17818,12137,10360,12959,23004,8840,13123,15319,5711,5150,13558,13690,14425,23826,11572,23948,29770,7512,33338,17430,156179,47707,79070,36006,23999,23363,15996,59997,16653,14916,62956,19529,36060,49833,31152,22234,24826,55891,40928,63013,25047,67558,41090,21782,42888,16495,28802,43135,51276,49970,70177,23249,21003,17951,23021,46980,30853,62528,28979,34083,35312,38986,37494,16323,24868,40218,64609,30156,40684,49788,28577,31297,47755,40546,19975,29552,49024,36860,27147,38149,40211,30505,36023,54230,45881,24997,37918,57338,26009,18862,88191,23350,32212,17934,22299,18268,14710,8508,29569,29100,22917,34292,25503,15129,40808,27826,69926,64974,28401,39539,148470,151008,118155,81885,70989,43103,50529,109375,76671,43949,47703,151270,83625,42284,38497,58099,45141,48798,30008,37174,32835,24750,62637,47835,19299,23123,61386,44930,24356,16476,20987,59797,57130,41728,80244,80755,102169,87654,70392,39473,41737,55604,46908,36369,56763,51243,57665,55046,71620,70643,69445,72872,56197,73779,121603,45805,31802,55216,31920,23484,38709,37468,42498,46682,40044,47266,51597,30595,27723,91069,74515,40234,32324,50187,45543,47244,62658,115378,42872,62027,76582,58531,80478,26082,29885,23235,26744,20173,54585,24512,20968,67361,59511,82239,47113,37916,82442,131632,55872,64422,38178,172520,86920,33623,42884,17884,62183,63953,53844,49709,63005,24639,27326,24248,30262,25242,24241,20294,28592,46656,58302,73040,39023,36139,14342,20980,21793,37514,24131,23721,22801,16005,55181,25378,82651,82602,47656,82729,39760,55432,98509,64204,41067,47665,35051,28351,51734,29526,23463,46501,64564,25789,21582,56995,26804,47840,46296,40810,42834,70052,110971,202920,138816,127783,60439,55924,34312,27444,35228,57582,28803,49922,33707,28465,48414,39689,35886,58494
76978,175290,127901,118132,100758,30792,111026,127804,107292,104711,56979,66331,87790,44588,50940,48589,85148,33518,142766,70746,52774,18446,51233,45224,40868,36389,35882,56844,39287,72714,48007,44521,43725,66689,46219,33573,21559,37053,36770,14816,30783,52479,65228,43305,138361,180625,79084,142204,71431,83377,100766,53404,60831,34410,29567,42077,38197,110075,85375,71237,39275,46129,76652,85059,136306,95867,52666,85539,105865,64708,123211,92384,47464,47651,35722,85192,48890,45021,46717,47512,64247,37454,62909,44237,57095,43814,40394,62179,43670,74300,31921,48141,38138,104457,87274,42463,44392,37950,62938,64085,43717,45513,30584,33368,35325,42942,14238,43234,65631,50828,92283,119904,71014,90773,45188,61535,61482,62479,57410,66815,114145,179894,86224,105399,85938,50574,100920,68363,32049,34227,52182,81412,61290,70813,61609,48426,190958,47185,61104,124846,94188,111816,57544,108140,41098,50934,32219,71155,28227,31721,41141,49786,41565,42434,41650,46478,40128,45569,39833,60131,38579,55280,24465,49453,45457,53719,106219,134368,67028,79303,64380,41676,41924,48979,57988,63867,58174,132625,58430,49427,30871,198467,119196,56708,20994,57587,36012,59926,37484,33940,38659,106103,65753,39815,48384,49216,135512,56930,53856,51276,64083,29019,45711,28511,47180,29181,29239,14785,33654,26031,21049,37901,39703,43079,22661,30319,65031,54076,82742,69261,26824,24330,38751,21992,37152,32463,66273,55177,39002,125973,27644,33516,34435,113840,81270,126333,67811,49331,33141,55109,38322,51996,53526,78846,120570,226429,133874,113219,81807,236441,354374,199181,289504,273071,155762,153351,146860,34117,127770,417893,103244,117130,98274,71537,45189,93932,50300,98118,59155,135457,68808,72609,63851,86652,69957,72329,69225,69693,66619,38831,56087,31520,25886,51525,68164,36966,84578,61849,140836,126324,45882,70880,73205,47708,82865,159094,322081,137322,81052,113361,184199,750711,393793,189813,86278,246602,187415,156937,91675,222065,122517,121818,96187,190123,91225,88676,107003,143496,95682,138800,123766,148557,130292,143449,188167,222478,247988,257041,283054,87834,87647,87366,83048,144329,94319,60389,107162,69035,70850,55410,60774,106669,59782,50206,49379,98891,81468,62471,63684,129469,49037,64411,53640,66418,75927,137023,47160,28271,55766
891631,1020754,793227,891049,1313238,533107,1083511,1408873,873868,988685,649619,907697,607356,923494,658703,735875,768096,912008,720975,1087837,1575352,2263684,2000724,1387250,1434123,1038184,1452655,2080773,1196111,1084947,841416,1119713,1783460,1082301,1276337,913773,912000,1159567,846160,683074,1006819,939275,687993,1280649,717631,755630,889724,1034363,827192,769026,786967,668409,693844,930265,742364,778453,722253,1055726,943968,648374,630501,708956,1607446,1209748,860760,1101501,777927,1795970,1451098,976120,1007010,964098,773535,822761,729380,636330,683906,1018753,1313438,931712,960133,1300491,1218964,1096739,1038616,1748757,1783573,1226624,862035,1132202,1175000,1340941,858938,1026349,806928,752377,816051,1268370,979056,1054762,1106400,961611,1010492,799868,1418452,1196803,574934,991752,1343869,1468683,3766505,1114555,1133175,1118402,883764,1241429,1257414,927590,1012011,787558,778519,1390795,756982,1025153,927719,930423,616702,591532,783239,705698,806740,1072515,1145578,1242690,944012,1128168,1200244,911734,717801,774460,1356683,913968,1435649,1632838,1888274,1368697,2047297,1515604,1465837,1562094,1446906,1451808,1243418,1572376,1750218,2431113,1613815,2398686,2452278,1551322,836018,1037147,1477418,1149089,1149171,1011432,1143912,853887,782013,1093116,1010855,1480264,1076038,1010673,966594,947968,1125972,1060037,1157677,859533,542572,640325,1481205,1169449,814843,732837,1034558,1035573,1123679,1004599,881050,1301794,1289021,1315798,1334397,1124456,1071982,1368390,1896800,1538237,957266,650926,691989,972281,733604,1015730,1295436,1282145,2177521,2665282,1533682,1749167,1484175,1253486,1638519,1250931,1377072,1320902,1003894,1075653,949487,1147732,1007269,959375,970241,976323,701238,962156,982621,958072,783992,1058693,1392522,922646,1680145,986984,1196838,1294366,986932,1369602,1029274,1018986,1336060,1047062,981993,1606256,679317,854045,853413,821614,1222539,1312604,1345546,1423912,1450884,1398854,1099203,422543,767880,705339,777378,633052,640242,811928,621989,739646,1008811,761595,819720,1105803,1037421,1547236,2140469,1894049,2201069,993133,1768390,1070619,1032702,881117,711441,733795,610963,1099318,763572,1147120,812316,1506116,968182,1045489,750662,816480,1300612,1647070,2231247,1818060,1851870,844056,615748,1032251,1025495,1060964,932311,1295677,1381190,1408655,1783347,769029,1226974,1176661,909320,939545,1135532,2460161,1398447,1282107,980902,822056,1063871,922275,828499,873359,1359345,1238022,983089,2046388,1519759,2256971,1438478,1009740,1509837,1388447,1628386,1891900,1165606,2436027,4403781,2344538,2542685,2578698,3069985,3412570,2051200,2478143,1926672,1529503,1018571,839592,875195,1825638,1354401,1087807,1598262,1301087,1576468,1858085,1628448,784254,1343329
814367,1212157,723557,1926158,763978,382718,787638,705607,515257,400158,872381,754606,471381,613248,707701,1158891,2077736,1643796,822690,716070,650589,647200,861058,532907,846467,381732,679969,574892,415269,446217,466826,324863,670160,396965,494311,351623,488191,440631,611923,431549,740396,377360,346691,316026,252906,343614,619734,516024,314839,473489,485224,931828,630924,679170,432512,574557,515382,577611,842973,844002,891738,627080,277411,625994,938606,1105075,1343671,901795,522352,422483,382345,396023,684588,314805,505916,699286,775497,565339,470719,960246,2453102,1060413,784354,861453,556018,552886,422921,546838,512985,499024,766978,534814,464071,479057,489669,530215,598522,593227,372319,343092,472212,623934,501536,625689,544793,357191,303793,646396,678536,2132849,1284895,986834,1245370,714307,631716,538536,466786,921529,775331,685139,795287,2287011,777801,602158,438944,375174,279721,277530,315277,393356,188117,662115,697832,618232,486953,604018,634741,581585,486119,619279,1347642,2455623,1987403,1064353,828577,531378,646792,1159519,836125,791847,705848,628888,708544,878949,871948,2410882,886263,1630274,1384890,869528,487381,848311,675572,713491,645494,418433,694842,569493,585115,619335,600331,876612,667292,707992,884289,831024,432818,603987,701363,633237,704804,666745,701948,756316,707214,458891,981824,911253,740309,640141,1743107,707163,655617,719635,1334282,752677,679778,624431,823036,820778,964691,513900,662901,1194959,1474075,1846041,969398,728380,1090037,808412,860033,1066951,615096,481628,480928,1082799,779177,476377,584817,500464,385101,316865,382567,538267,465736,495822,885995,661932,440075,473411,274435,287556,575512,562669,769426,471040,416612,531830,545669,759075,568630,508392,316065,691243,667071,745272,550438,707713,496798,631066,480390,852468,674634,605509,740566,663510,693923,384586,524997,371743,725923,739169,659788,531039,251085,554828,768432,1843370,719932,1108955,811214,746854,1069541,597428,823424,642880,956086,494581,573836,446086,465230,477372,461704,706940,827625,606132,395057,909731,778447,591281,472792,568734,366343,364361,291532,455041,407217,385786,338730,377117,599636,592567,1915246,795910,675451,524009,2285880,1656703,925266,550219,578536,619806,517075,971122,471565,493543,437000,274582,564834,493617,382622,470513,520897,577660,577118,560326,1355822,1586911,830564,628781,771422,1289578,785917,655305,491271,1115689,1536211,952842,833120,715677,1040994,703376,1127294,870696,545713,1016937,758639,1555557,1405180,1631290,1103486,895646,1283602,2416450,1284458,1667420,725722,507616,663047
4194034,7114243,7408624,8633203,5927082,3743644,5842130,5418935,6039130,4071813,4124111,9638389,6734420,4318523,2953551,4453969,5171697,3501206,5413083,3901217,4601197,4733057,7814742,4106352,4788332,4187348,5323798,11324600,10192374,7145469,8373092,5856423,6332667,5373955,5049223,2735402,4408259,3225905,4292997,3386515,7326388,5043021,3685883,4220658,3710822,4319571,7290685,6994078,5466429,4690521,5212215,6893599,4639945,5024761,4846132,4430861,4451628,14131106,5706408,6131415,6110068,4206621,5302580,8590984,5190316,4113863,5524983,4756410,5469575,3632124,6579821,3897286,3298471,8446316,5000626,5463918,4546553,6612818,4237767,2578154,3639922,4717596,5029681,4108265,5924511,5112029,4596838,5925936,6399640,6701737,4919398,5375091,18387371,12785538,7093802,11010478,5103742,4126789,2847392,4138029,3847001,4227650,3998588,2875384,3465879,5339755,1605930,3707426,3170674,8812600,8255819,5274252,11936320,7476096,8121398,6854328,5240634,3305905,6102157,5010310,4520423,8451645,6023013,5727803,4507778,3238883,3228079,3162474,4599631,3043341,3098429,4581587,4181264,3849416,4879664,4176625,5734161,3873967,7757449,7569120,4865151,6627222,5315435,4639961,3401412,4679157,8188618,4452380,5418513,7546769,4997618,6343857,4963068,5481124,9581078,9926251,5956513,10064807,17976064,7767605,4942873,6906158,5825360,6103194,4953800,5393988,4870381,5530848,4686405,3939780,6840541,7880833,6551806,6007361,7421400,5462270,8073803,8631116,8060579,4962649,11082315,9627034,9822830,7593898,3717253,4641782,4799459,4983143,4569964,6926555,10164471,10326064,8854002,6614763,5125158,4339386,4069012,5782708,6062542,3007445,4073931,4687793,5143597,5555209,4190986,4040209,4598905,4221237,4700951,3591369,4480409,4594818,4390565,4305073,7410132,20558096,10681765,5115953,3560638,5276631,4925558,4820983,2890104,3697434,4419497,6317177,5412241,6081330,3881214,3439961,5272628,3592187,4527952,3504216,5478851,6162247,3741745,4814069,5850402,4015887,4240796,4906027,3785062,6765788,6493647,5770406,3441604,3440048,3302268,4423728,3376812,4925515,4317461,4240304,4521222,4493926,2877424,1947671,7669872,2656865,4095979,2843345,7853109,8577455,4417226,4068074,4670137,4770530,3211313,5255130,2897935,4512384,4155713,5783234,5824890,8702569,6112160,5797640,5685295,12377077,6062490,7233596,6375022,7027933,4489934,4746460,4602738,7906387,8899321,5248579,4250900,5339022,7502729,6629699,8689063,5588354,3575245,4524706,7421224,8925645,5822243,5121119,5661468,4980055,4715887,13024337,8259321,5444482,5830236,5737152,4364491,3574154,4267140,9363385,5278898,4554041,6056784,5198893,5900156,5277566,4425216,4095541,6684676,5012906,5579735,4127247,8822084,7731456,11429485,10897571,6850519,4877364,19364789,10096339,5617284,6508245,9246591,6786955,6275975,10815971,8949045,6800310,4804429,5303127,16008176,9240032,12346750,12898406,33158258,12099647,9815109,8764185,11667455,10082567,12657167,13233980,9725442,4995240,8945865
